,euctr_id,title,reg_date,other_id,field,provenance
6032,2019-004223-20," Prospective, randomized, open, multicenter Phase II trial to investigate the efficacy of trifluridine/tipiracil plus panitumumab versus trifluridine/tipiracil plus bevacizumab as first-line treatment of metastatic colorectal cancer: FIRE 8; AIO-KRK/YMO-0519",30-03-2021,NA,ISRCTN number,results
6033,2019-004491-19," A confirmatory multicenter, single-arm study to assess the efficacy, safety, and tolerability of ponatinib (Iclusig®) in adult patients with minimal residual disease (MRD) in Philadelphia-Chromosome positive acute lymphoblastic leukemia",03-06-2020,NA,US NCT number,protocol
6034,2019-004491-19," A confirmatory multicenter, single-arm study to assess the efficacy, safety, and tolerability of ponatinib (Iclusig®) in adult patients with minimal residual disease (MRD) in Philadelphia-Chromosome positive acute lymphoblastic leukemia",03-06-2020,NA,other,protocol
6035,2019-004491-19," A confirmatory multicenter, single-arm study to assess the efficacy, safety, and tolerability of ponatinib (Iclusig®) in adult patients with minimal residual disease (MRD) in Philadelphia-Chromosome positive acute lymphoblastic leukemia",03-06-2020,NA,US NCT number,results
6036,2019-004491-19," A confirmatory multicenter, single-arm study to assess the efficacy, safety, and tolerability of ponatinib (Iclusig®) in adult patients with minimal residual disease (MRD) in Philadelphia-Chromosome positive acute lymphoblastic leukemia",03-06-2020,NA,ISRCTN number,results
6037,2019-004512-58, Comparison of Fluorescein-INtra-VItal microscopy Versus conventional frozen section diagnosis for intraOperative histopathological evaluation,06-03-2020,NA,US NCT number,protocol
6038,2019-004512-58, Comparison of Fluorescein-INtra-VItal microscopy Versus conventional frozen section diagnosis for intraOperative histopathological evaluation,06-03-2020,NA,other,protocol
6039,2019-004512-58, Comparison of Fluorescein-INtra-VItal microscopy Versus conventional frozen section diagnosis for intraOperative histopathological evaluation,06-03-2020,NA,US NCT number,results
6040,2019-004512-58, Comparison of Fluorescein-INtra-VItal microscopy Versus conventional frozen section diagnosis for intraOperative histopathological evaluation,06-03-2020,NA,ISRCTN number,results
6041,2019-004536-37, Treatment of MDS/AML patients with an impending hematological relapse with azacitidine alone or in combination with pevonedistat - a randomized phase 2 trial,16-06-2020,NA,US NCT number,protocol
6042,2019-004536-37, Treatment of MDS/AML patients with an impending hematological relapse with azacitidine alone or in combination with pevonedistat - a randomized phase 2 trial,16-06-2020,NA,other,protocol
6043,2019-004536-37, Treatment of MDS/AML patients with an impending hematological relapse with azacitidine alone or in combination with pevonedistat - a randomized phase 2 trial,16-06-2020,NA,US NCT number,results
6044,2019-004536-37, Treatment of MDS/AML patients with an impending hematological relapse with azacitidine alone or in combination with pevonedistat - a randomized phase 2 trial,16-06-2020,NA,ISRCTN number,results
6045,2019-004739-22, Efficacy of ruxolitinib cream in Prurigo nodularis patients: ,09-10-2020,NA,US NCT number,protocol
6046,2019-004739-22, Efficacy of ruxolitinib cream in Prurigo nodularis patients: ,09-10-2020,NA,other,protocol
6047,2019-004739-22, Efficacy of ruxolitinib cream in Prurigo nodularis patients: ,09-10-2020,NA,US NCT number,results
6048,2019-004739-22, Efficacy of ruxolitinib cream in Prurigo nodularis patients: ,09-10-2020,NA,ISRCTN number,results
6049,2019-004757-88, Additional chemotherapy for EGFRm patients with the continued presence of plasma ctDNA EGFRm at week 3 after start of osimertinib 1st-line treatment,19-05-2021,NA,US NCT number,protocol
6050,2019-004757-88, Additional chemotherapy for EGFRm patients with the continued presence of plasma ctDNA EGFRm at week 3 after start of osimertinib 1st-line treatment,19-05-2021,NA,other,protocol
6051,2019-004757-88, Additional chemotherapy for EGFRm patients with the continued presence of plasma ctDNA EGFRm at week 3 after start of osimertinib 1st-line treatment,19-05-2021,NA,US NCT number,results
6052,2019-004757-88, Additional chemotherapy for EGFRm patients with the continued presence of plasma ctDNA EGFRm at week 3 after start of osimertinib 1st-line treatment,19-05-2021,NA,ISRCTN number,results
6053,2019-004946-13, Conversion to extended-release MeltDose® tacrolimus after kidney transplantation - impact on glucose metabolism and lipid profile ,04-05-2020,NA,US NCT number,protocol
6054,2019-004946-13, Conversion to extended-release MeltDose® tacrolimus after kidney transplantation - impact on glucose metabolism and lipid profile ,04-05-2020,NA,other,protocol
6055,2019-004946-13, Conversion to extended-release MeltDose® tacrolimus after kidney transplantation - impact on glucose metabolism and lipid profile ,04-05-2020,NA,US NCT number,results
6056,2019-004946-13, Conversion to extended-release MeltDose® tacrolimus after kidney transplantation - impact on glucose metabolism and lipid profile ,04-05-2020,NA,ISRCTN number,results
6057,2019-005008-16," Stop of proton-pump inhibitor treatment in patients with liver cirrhosis – a double-blind, placebo-controlled trial",04-08-2020,NA,US NCT number,protocol
6058,2019-005008-16," Stop of proton-pump inhibitor treatment in patients with liver cirrhosis – a double-blind, placebo-controlled trial",04-08-2020,DRKS-ID DRKS00021290,other,protocol
6059,2019-005008-16," Stop of proton-pump inhibitor treatment in patients with liver cirrhosis – a double-blind, placebo-controlled trial",04-08-2020,NA,US NCT number,results
6060,2019-005008-16," Stop of proton-pump inhibitor treatment in patients with liver cirrhosis – a double-blind, placebo-controlled trial",04-08-2020,NA,ISRCTN number,results
6061,2020-000382-16," Efficacy of daratumumab (Dara) retreatment using a histone deacetylase-inhibitor (HDACi: panobinostat) as a Dara-longevity-inducing, epigenetic agent in combination   with bortezomib-dexamethasone as a quadruplet in relapsed / refractory multiple myeloma (RRMM) patients",04-11-2020,NA,US NCT number,protocol
6062,2020-000382-16," Efficacy of daratumumab (Dara) retreatment using a histone deacetylase-inhibitor (HDACi: panobinostat) as a Dara-longevity-inducing, epigenetic agent in combination   with bortezomib-dexamethasone as a quadruplet in relapsed / refractory multiple myeloma (RRMM) patients",04-11-2020,DRKS DRKS00020561 ,other,protocol
6063,2020-000382-16," Efficacy of daratumumab (Dara) retreatment using a histone deacetylase-inhibitor (HDACi: panobinostat) as a Dara-longevity-inducing, epigenetic agent in combination   with bortezomib-dexamethasone as a quadruplet in relapsed / refractory multiple myeloma (RRMM) patients",04-11-2020,NA,US NCT number,results
6064,2020-000382-16," Efficacy of daratumumab (Dara) retreatment using a histone deacetylase-inhibitor (HDACi: panobinostat) as a Dara-longevity-inducing, epigenetic agent in combination   with bortezomib-dexamethasone as a quadruplet in relapsed / refractory multiple myeloma (RRMM) patients",04-11-2020,NA,ISRCTN number,results
6065,2020-000388-21," Exploratory study evaluating the potential of immune signature profiling for predicting response in patients with resectable Stage II, IIIA and select IIIB ",29-10-2020,NA,US NCT number,protocol
6066,2020-000388-21," Exploratory study evaluating the potential of immune signature profiling for predicting response in patients with resectable Stage II, IIIA and select IIIB ",29-10-2020,NA,other,protocol
6067,2020-000388-21," Exploratory study evaluating the potential of immune signature profiling for predicting response in patients with resectable Stage II, IIIA and select IIIB ",29-10-2020,NA,US NCT number,results
6068,2020-000388-21," Exploratory study evaluating the potential of immune signature profiling for predicting response in patients with resectable Stage II, IIIA and select IIIB ",29-10-2020,NA,ISRCTN number,results
6069,2020-000529-19," A RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED CROSS-OVER STUDY FOR EVALUATION OF THE EFFICIENCY AND SAFETY OF TIOTROPIUM INHALATION SOLUTION (5 µG) VIA RESPIMAT® INHALER once a day for 24 weeks for children (6 to 12 years) with bronchopulmonary dysplasia",22-07-2020,NA,US NCT number,protocol
6070,2020-000529-19," A RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED CROSS-OVER STUDY FOR EVALUATION OF THE EFFICIENCY AND SAFETY OF TIOTROPIUM INHALATION SOLUTION (5 µG) VIA RESPIMAT® INHALER once a day for 24 weeks for children (6 to 12 years) with bronchopulmonary dysplasia",22-07-2020,NA,other,protocol
6071,2020-000529-19," A RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED CROSS-OVER STUDY FOR EVALUATION OF THE EFFICIENCY AND SAFETY OF TIOTROPIUM INHALATION SOLUTION (5 µG) VIA RESPIMAT® INHALER once a day for 24 weeks for children (6 to 12 years) with bronchopulmonary dysplasia",22-07-2020,NA,US NCT number,results
6072,2020-000529-19," A RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED CROSS-OVER STUDY FOR EVALUATION OF THE EFFICIENCY AND SAFETY OF TIOTROPIUM INHALATION SOLUTION (5 µG) VIA RESPIMAT® INHALER once a day for 24 weeks for children (6 to 12 years) with bronchopulmonary dysplasia",22-07-2020,NA,ISRCTN number,results
6073,2020-000624-20, Core decompression versus core decompression followed by infusion of Iloprost in the,26-04-2021,NA,US NCT number,protocol
6074,2020-000624-20, Core decompression versus core decompression followed by infusion of Iloprost in the,26-04-2021,NA,other,protocol
6075,2020-000624-20, Core decompression versus core decompression followed by infusion of Iloprost in the,26-04-2021,NA,US NCT number,results
6076,2020-000624-20, Core decompression versus core decompression followed by infusion of Iloprost in the,26-04-2021,NA,ISRCTN number,results
6077,2020-000681-42, Long-term need of ranibizumab injections with or without early targeted peripheral laser photocoagulation for treatment of macular edema due to central retinal vein occlusion,29-04-2020,NA,US NCT number,protocol
6078,2020-000681-42, Long-term need of ranibizumab injections with or without early targeted peripheral laser photocoagulation for treatment of macular edema due to central retinal vein occlusion,29-04-2020,NA,other,protocol
6079,2020-000681-42, Long-term need of ranibizumab injections with or without early targeted peripheral laser photocoagulation for treatment of macular edema due to central retinal vein occlusion,29-04-2020,NA,US NCT number,results
6080,2020-000681-42, Long-term need of ranibizumab injections with or without early targeted peripheral laser photocoagulation for treatment of macular edema due to central retinal vein occlusion,29-04-2020,NA,ISRCTN number,results
6081,2020-000693-18, Breaking the big Five Barriers of Brain Metastasis (Break B5-BM NSCLC Trial):,25-11-2020,NA,US NCT number,protocol
6082,2020-000693-18, Breaking the big Five Barriers of Brain Metastasis (Break B5-BM NSCLC Trial):,25-11-2020,NA,other,protocol
6083,2020-000693-18, Breaking the big Five Barriers of Brain Metastasis (Break B5-BM NSCLC Trial):,25-11-2020,NA,US NCT number,results
6084,2020-000693-18, Breaking the big Five Barriers of Brain Metastasis (Break B5-BM NSCLC Trial):,25-11-2020,NA,ISRCTN number,results
6085,2020-000784-23, The effects of esketamine and treatment expectation in acute major depressive disorder: a pharmacological fMRI-study (Expect),22-07-2020,NA,US NCT number,protocol
6086,2020-000784-23, The effects of esketamine and treatment expectation in acute major depressive disorder: a pharmacological fMRI-study (Expect),22-07-2020,NA,other,protocol
6087,2020-000784-23, The effects of esketamine and treatment expectation in acute major depressive disorder: a pharmacological fMRI-study (Expect),22-07-2020,NA,US NCT number,results
6088,2020-000784-23, The effects of esketamine and treatment expectation in acute major depressive disorder: a pharmacological fMRI-study (Expect),22-07-2020,NA,ISRCTN number,results
6089,2020-000796-20," Multicentre, open-label, randomised, two-arm, parallel-group, superiority study to assess bioavailability and practicability of Envarsus® compared with Advagraf® in de novo liver transplant recipients (EnGraft)",04-05-2020,NA,US NCT number,protocol
6090,2020-000796-20," Multicentre, open-label, randomised, two-arm, parallel-group, superiority study to assess bioavailability and practicability of Envarsus® compared with Advagraf® in de novo liver transplant recipients (EnGraft)",04-05-2020,NA,other,protocol
6091,2020-000796-20," Multicentre, open-label, randomised, two-arm, parallel-group, superiority study to assess bioavailability and practicability of Envarsus® compared with Advagraf® in de novo liver transplant recipients (EnGraft)",04-05-2020,NA,US NCT number,results
6092,2020-000796-20," Multicentre, open-label, randomised, two-arm, parallel-group, superiority study to assess bioavailability and practicability of Envarsus® compared with Advagraf® in de novo liver transplant recipients (EnGraft)",04-05-2020,NA,ISRCTN number,results
6093,2020-001050-22, A Phase II randomized Study to evaluate the efficacy and safety of Cisplatin / Etoposide and concomitant Radiotherapy combined with Durvalumab followed by Maintenance Therapy with Durvalumab versus Cisplatin / Etoposide and concomitant Radiotherapy in Patients with limited disease Small Cell Lung Cancer,07-09-2020,NCT04602533,US NCT number,protocol
6094,2020-001050-22, A Phase II randomized Study to evaluate the efficacy and safety of Cisplatin / Etoposide and concomitant Radiotherapy combined with Durvalumab followed by Maintenance Therapy with Durvalumab versus Cisplatin / Etoposide and concomitant Radiotherapy in Patients with limited disease Small Cell Lung Cancer,07-09-2020,For.UM Mainz 19-00778,other,protocol
6095,2020-001050-22, A Phase II randomized Study to evaluate the efficacy and safety of Cisplatin / Etoposide and concomitant Radiotherapy combined with Durvalumab followed by Maintenance Therapy with Durvalumab versus Cisplatin / Etoposide and concomitant Radiotherapy in Patients with limited disease Small Cell Lung Cancer,07-09-2020,NA,US NCT number,results
6096,2020-001050-22, A Phase II randomized Study to evaluate the efficacy and safety of Cisplatin / Etoposide and concomitant Radiotherapy combined with Durvalumab followed by Maintenance Therapy with Durvalumab versus Cisplatin / Etoposide and concomitant Radiotherapy in Patients with limited disease Small Cell Lung Cancer,07-09-2020,NA,ISRCTN number,results
6097,2020-001224-33, Randomized controlled trial of hydroxychloroquine versus placebo for the treatment of adult patients with acute coronavirus disease 2019 – COVID-19,24-03-2020,NCT04342221,US NCT number,protocol
6098,2020-001224-33, Randomized controlled trial of hydroxychloroquine versus placebo for the treatment of adult patients with acute coronavirus disease 2019 – COVID-19,24-03-2020,NA,other,protocol
6099,2020-001224-33, Randomized controlled trial of hydroxychloroquine versus placebo for the treatment of adult patients with acute coronavirus disease 2019 – COVID-19,24-03-2020,NA,US NCT number,results
6100,2020-001224-33, Randomized controlled trial of hydroxychloroquine versus placebo for the treatment of adult patients with acute coronavirus disease 2019 – COVID-19,24-03-2020,NA,ISRCTN number,results
6101,2020-001318-39, Skin perception after intradermal application of IncobotulinumtoxinA,09-03-2021,NA,US NCT number,protocol
6102,2020-001318-39, Skin perception after intradermal application of IncobotulinumtoxinA,09-03-2021,NA,other,protocol
6103,2020-001318-39, Skin perception after intradermal application of IncobotulinumtoxinA,09-03-2021,NA,US NCT number,results
6104,2020-001318-39, Skin perception after intradermal application of IncobotulinumtoxinA,09-03-2021,NA,ISRCTN number,results
6105,2020-001336-10," Multicenter, randomized, double-blind, biomarker-guided, phase II trial with Adrecizumab (HAM 8101) to improve proGNosis and outcomES in patients with moderate to severe covid-19 - Adrecizumab (HAM8101) to improve proGNosis and outcomES in covid-19 Trial",30-12-2021,NA,US NCT number,protocol
6106,2020-001336-10," Multicenter, randomized, double-blind, biomarker-guided, phase II trial with Adrecizumab (HAM 8101) to improve proGNosis and outcomES in patients with moderate to severe covid-19 - Adrecizumab (HAM8101) to improve proGNosis and outcomES in covid-19 Trial",30-12-2021,NA,other,protocol
6107,2020-001336-10," Multicenter, randomized, double-blind, biomarker-guided, phase II trial with Adrecizumab (HAM 8101) to improve proGNosis and outcomES in patients with moderate to severe covid-19 - Adrecizumab (HAM8101) to improve proGNosis and outcomES in covid-19 Trial",30-12-2021,NA,US NCT number,results
6108,2020-001336-10," Multicenter, randomized, double-blind, biomarker-guided, phase II trial with Adrecizumab (HAM 8101) to improve proGNosis and outcomES in patients with moderate to severe covid-19 - Adrecizumab (HAM8101) to improve proGNosis and outcomES in covid-19 Trial",30-12-2021,NA,ISRCTN number,results
6109,2020-001397-30, APOS study- Antibiotic Prophylaxis for preventing infectious complications in Orthognathic Surgery,12-11-2020,NA,US NCT number,protocol
6110,2020-001397-30, APOS study- Antibiotic Prophylaxis for preventing infectious complications in Orthognathic Surgery,12-11-2020,NA,other,protocol
6111,2020-001397-30, APOS study- Antibiotic Prophylaxis for preventing infectious complications in Orthognathic Surgery,12-11-2020,NA,US NCT number,results
6112,2020-001397-30, APOS study- Antibiotic Prophylaxis for preventing infectious complications in Orthognathic Surgery,12-11-2020,NA,ISRCTN number,results
6113,2020-001408-41," A prospective, randomized, double blinded placebo-controlled trial to evaluate the efficacy and safety of tocilizumab in patients with severe COVID-19 pneumonia",07-04-2020,NA,US NCT number,protocol
6114,2020-001408-41," A prospective, randomized, double blinded placebo-controlled trial to evaluate the efficacy and safety of tocilizumab in patients with severe COVID-19 pneumonia",07-04-2020,DRKS  DRKS00021238,other,protocol
6115,2020-001408-41," A prospective, randomized, double blinded placebo-controlled trial to evaluate the efficacy and safety of tocilizumab in patients with severe COVID-19 pneumonia",07-04-2020,NA,US NCT number,results
6116,2020-001408-41," A prospective, randomized, double blinded placebo-controlled trial to evaluate the efficacy and safety of tocilizumab in patients with severe COVID-19 pneumonia",07-04-2020,NA,ISRCTN number,results
6117,2020-001416-15, Pharmacokinetics of Ceftazidime-Avibactam in Bile Fluid – an in-vivo Study,21-01-2021,NA,US NCT number,protocol
6118,2020-001416-15, Pharmacokinetics of Ceftazidime-Avibactam in Bile Fluid – an in-vivo Study,21-01-2021,NA,other,protocol
6119,2020-001416-15, Pharmacokinetics of Ceftazidime-Avibactam in Bile Fluid – an in-vivo Study,21-01-2021,NA,US NCT number,results
6120,2020-001416-15, Pharmacokinetics of Ceftazidime-Avibactam in Bile Fluid – an in-vivo Study,21-01-2021,NA,ISRCTN number,results
6121,2020-001481-11, Front line treatment with Ruxolitinib in stage II/III Covid-19 patients with defined Hyperinflammation ,16-04-2020,NCT04338958,US NCT number,protocol
6122,2020-001481-11, Front line treatment with Ruxolitinib in stage II/III Covid-19 patients with defined Hyperinflammation ,16-04-2020,Manufacturer code CINC424A0DE01T,other,protocol
6123,2020-001481-11, Front line treatment with Ruxolitinib in stage II/III Covid-19 patients with defined Hyperinflammation ,16-04-2020,NA,US NCT number,results
6124,2020-001481-11, Front line treatment with Ruxolitinib in stage II/III Covid-19 patients with defined Hyperinflammation ,16-04-2020,NA,ISRCTN number,results
6125,2020-001482-37, Randomized controlled trial of hydroxychloroquine versus placebo in early ambulatory diagnosis and treatment of elderly COVID-19 Patients,20-04-2020,NA,US NCT number,protocol
6126,2020-001482-37, Randomized controlled trial of hydroxychloroquine versus placebo in early ambulatory diagnosis and treatment of elderly COVID-19 Patients,20-04-2020,NA,other,protocol
6127,2020-001482-37, Randomized controlled trial of hydroxychloroquine versus placebo in early ambulatory diagnosis and treatment of elderly COVID-19 Patients,20-04-2020,NA,US NCT number,results
6128,2020-001482-37, Randomized controlled trial of hydroxychloroquine versus placebo in early ambulatory diagnosis and treatment of elderly COVID-19 Patients,20-04-2020,NA,ISRCTN number,results
6129,2020-001493-29, Charité trial of Cenicriviroc (CVC) treatment for COVID-19 patients,14-04-2020,NA,US NCT number,protocol
6130,2020-001493-29, Charité trial of Cenicriviroc (CVC) treatment for COVID-19 patients,14-04-2020,NA,other,protocol
6131,2020-001493-29, Charité trial of Cenicriviroc (CVC) treatment for COVID-19 patients,14-04-2020,NA,US NCT number,results
6132,2020-001493-29, Charité trial of Cenicriviroc (CVC) treatment for COVID-19 patients,14-04-2020,NA,ISRCTN number,results
6133,2020-001512-26, Hydroxychloroquine for the treatment of mild COVID-19 disease,01-04-2020,NCT04340544,US NCT number,protocol
6134,2020-001512-26, Hydroxychloroquine for the treatment of mild COVID-19 disease,01-04-2020,NA,other,protocol
6135,2020-001512-26, Hydroxychloroquine for the treatment of mild COVID-19 disease,01-04-2020,NA,US NCT number,results
6136,2020-001512-26, Hydroxychloroquine for the treatment of mild COVID-19 disease,01-04-2020,NA,ISRCTN number,results
6137,2020-001575-33, Low-dose AtropIne for Myopia control in children ,12-02-2021,NCT03865160,US NCT number,protocol
6138,2020-001575-33, Low-dose AtropIne for Myopia control in children ,12-02-2021,DRKS DRKS00023337,other,protocol
6139,2020-001575-33, Low-dose AtropIne for Myopia control in children ,12-02-2021,NA,US NCT number,results
6140,2020-001575-33, Low-dose AtropIne for Myopia control in children ,12-02-2021,NA,ISRCTN number,results
6141,2020-001632-10, A Randomized Open label Phase-II Clinical Trial with or without Infusion of Plasma from Subjects after Convalescence of SARS-CoV-2 Infection in High-Risk Patients with Confirmed Severe SARS-CoV-2 Disease,20-04-2020,NA,US NCT number,protocol
6142,2020-001632-10, A Randomized Open label Phase-II Clinical Trial with or without Infusion of Plasma from Subjects after Convalescence of SARS-CoV-2 Infection in High-Risk Patients with Confirmed Severe SARS-CoV-2 Disease,20-04-2020,EudraCT-N° 2020-001632-10,other,protocol
6143,2020-001632-10, A Randomized Open label Phase-II Clinical Trial with or without Infusion of Plasma from Subjects after Convalescence of SARS-CoV-2 Infection in High-Risk Patients with Confirmed Severe SARS-CoV-2 Disease,20-04-2020,NA,US NCT number,results
6144,2020-001632-10, A Randomized Open label Phase-II Clinical Trial with or without Infusion of Plasma from Subjects after Convalescence of SARS-CoV-2 Infection in High-Risk Patients with Confirmed Severe SARS-CoV-2 Disease,20-04-2020,NA,ISRCTN number,results
6145,2020-001654-21, Granulocyte Macrophage Colony Stimulating Factor (GM-CSF) Inhalation to prevent ARDS in COVID-19 pneumonia  ,05-05-2020,NA,US NCT number,protocol
6146,2020-001654-21, Granulocyte Macrophage Colony Stimulating Factor (GM-CSF) Inhalation to prevent ARDS in COVID-19 pneumonia  ,05-05-2020,NA,other,protocol
6147,2020-001654-21, Granulocyte Macrophage Colony Stimulating Factor (GM-CSF) Inhalation to prevent ARDS in COVID-19 pneumonia  ,05-05-2020,NA,US NCT number,results
6148,2020-001654-21, Granulocyte Macrophage Colony Stimulating Factor (GM-CSF) Inhalation to prevent ARDS in COVID-19 pneumonia  ,05-05-2020,NA,ISRCTN number,results
6149,2020-001732-10, Ruxolitinib for treatment of Covid-19 induced lung injury ARDS (RuXoCoil),27-04-2020,NA,US NCT number,protocol
6150,2020-001732-10, Ruxolitinib for treatment of Covid-19 induced lung injury ARDS (RuXoCoil),27-04-2020,NA,other,protocol
6151,2020-001732-10, Ruxolitinib for treatment of Covid-19 induced lung injury ARDS (RuXoCoil),27-04-2020,NA,US NCT number,results
6152,2020-001732-10, Ruxolitinib for treatment of Covid-19 induced lung injury ARDS (RuXoCoil),27-04-2020,NA,ISRCTN number,results
6153,2020-001899-14," A prospective, randomized, controlled, open label, assessor-blinded, parallel-group Phase III clinical trial to evaluate the impact of tapering systemic immunosuppressive therapy in a treat-to-target approach on maintaining minimal disease activity in adult subjects with psoriatic arthritis",28-07-2020,NA,US NCT number,protocol
6154,2020-001899-14," A prospective, randomized, controlled, open label, assessor-blinded, parallel-group Phase III clinical trial to evaluate the impact of tapering systemic immunosuppressive therapy in a treat-to-target approach on maintaining minimal disease activity in adult subjects with psoriatic arthritis",28-07-2020,NA,other,protocol
6155,2020-001899-14," A prospective, randomized, controlled, open label, assessor-blinded, parallel-group Phase III clinical trial to evaluate the impact of tapering systemic immunosuppressive therapy in a treat-to-target approach on maintaining minimal disease activity in adult subjects with psoriatic arthritis",28-07-2020,NA,US NCT number,results
6156,2020-001899-14," A prospective, randomized, controlled, open label, assessor-blinded, parallel-group Phase III clinical trial to evaluate the impact of tapering systemic immunosuppressive therapy in a treat-to-target approach on maintaining minimal disease activity in adult subjects with psoriatic arthritis",28-07-2020,NA,ISRCTN number,results
6157,2020-001936-86," A prospective, randomized, open label Phase 2 clinical trial to evaluate superiority of anti-SARS-CoV-2 convalescent plasma versus standard-of-care in hospitalized patients with mild COVID-19",20-08-2020,NA,US NCT number,protocol
6158,2020-001936-86," A prospective, randomized, open label Phase 2 clinical trial to evaluate superiority of anti-SARS-CoV-2 convalescent plasma versus standard-of-care in hospitalized patients with mild COVID-19",20-08-2020,NA,other,protocol
6159,2020-001936-86," A prospective, randomized, open label Phase 2 clinical trial to evaluate superiority of anti-SARS-CoV-2 convalescent plasma versus standard-of-care in hospitalized patients with mild COVID-19",20-08-2020,NA,US NCT number,results
6160,2020-001936-86," A prospective, randomized, open label Phase 2 clinical trial to evaluate superiority of anti-SARS-CoV-2 convalescent plasma versus standard-of-care in hospitalized patients with mild COVID-19",20-08-2020,NA,ISRCTN number,results
6161,2020-002122-82, Prospective open-label randomized controlled phase 2b clinical study in parallel groups for the assessment of efficacy and safety of immune therapy with COVID-19 convalescent plasma plus standard treatment vs. standard treatment alone of subjects with severe COVID-19,07-05-2020,NCT04712344,US NCT number,protocol
6162,2020-002122-82, Prospective open-label randomized controlled phase 2b clinical study in parallel groups for the assessment of efficacy and safety of immune therapy with COVID-19 convalescent plasma plus standard treatment vs. standard treatment alone of subjects with severe COVID-19,07-05-2020,NA,other,protocol
6163,2020-002122-82, Prospective open-label randomized controlled phase 2b clinical study in parallel groups for the assessment of efficacy and safety of immune therapy with COVID-19 convalescent plasma plus standard treatment vs. standard treatment alone of subjects with severe COVID-19,07-05-2020,NA,US NCT number,results
6164,2020-002122-82, Prospective open-label randomized controlled phase 2b clinical study in parallel groups for the assessment of efficacy and safety of immune therapy with COVID-19 convalescent plasma plus standard treatment vs. standard treatment alone of subjects with severe COVID-19,07-05-2020,NA,ISRCTN number,results
6165,2020-002142-17," CLL-Frail – A prospective, multicenter phase II trial of acalabrutinib in very old (≥80y) or frail CLL-Patients",26-07-2021,NCT04883749,US NCT number,protocol
6166,2020-002142-17," CLL-Frail – A prospective, multicenter phase II trial of acalabrutinib in very old (≥80y) or frail CLL-Patients",26-07-2021,NA,other,protocol
6167,2020-002142-17," CLL-Frail – A prospective, multicenter phase II trial of acalabrutinib in very old (≥80y) or frail CLL-Patients",26-07-2021,NA,US NCT number,results
6168,2020-002142-17," CLL-Frail – A prospective, multicenter phase II trial of acalabrutinib in very old (≥80y) or frail CLL-Patients",26-07-2021,NA,ISRCTN number,results
6169,2020-002238-34, Open label extension study for monitoring long-term safety in patients with Myoclonic Astatic Epilepsy (Doose-Syndrome) receiving Fenfluramine as add-on therapy,04-12-2020,NA,US NCT number,protocol
6170,2020-002238-34, Open label extension study for monitoring long-term safety in patients with Myoclonic Astatic Epilepsy (Doose-Syndrome) receiving Fenfluramine as add-on therapy,04-12-2020,NA,other,protocol
6171,2020-002238-34, Open label extension study for monitoring long-term safety in patients with Myoclonic Astatic Epilepsy (Doose-Syndrome) receiving Fenfluramine as add-on therapy,04-12-2020,NA,US NCT number,results
6172,2020-002238-34, Open label extension study for monitoring long-term safety in patients with Myoclonic Astatic Epilepsy (Doose-Syndrome) receiving Fenfluramine as add-on therapy,04-12-2020,NA,ISRCTN number,results
6173,2020-002238-34, Open label extension study for monitoring long-term safety in patients with Myoclonic Astatic Epilepsy (Doose-Syndrome) receiving Fenfluramine as add-on therapy,04-12-2020,NA,US NCT number,protocol
6174,2020-002238-34, Open label extension study for monitoring long-term safety in patients with Myoclonic Astatic Epilepsy (Doose-Syndrome) receiving Fenfluramine as add-on therapy,04-12-2020,NA,other,protocol
6175,2020-002238-34, Open label extension study for monitoring long-term safety in patients with Myoclonic Astatic Epilepsy (Doose-Syndrome) receiving Fenfluramine as add-on therapy,04-12-2020,NA,US NCT number,results
6176,2020-002238-34, Open label extension study for monitoring long-term safety in patients with Myoclonic Astatic Epilepsy (Doose-Syndrome) receiving Fenfluramine as add-on therapy,04-12-2020,NA,ISRCTN number,results
6177,2020-002238-34, Open label extension study for monitoring long-term safety in patients with Myoclonic Astatic Epilepsy (Doose-Syndrome) receiving Fenfluramine as add-on therapy,04-12-2020,NA,US NCT number,protocol
6178,2020-002238-34, Open label extension study for monitoring long-term safety in patients with Myoclonic Astatic Epilepsy (Doose-Syndrome) receiving Fenfluramine as add-on therapy,04-12-2020,NA,other,protocol
6179,2020-002238-34, Open label extension study for monitoring long-term safety in patients with Myoclonic Astatic Epilepsy (Doose-Syndrome) receiving Fenfluramine as add-on therapy,04-12-2020,NA,US NCT number,results
6180,2020-002238-34, Open label extension study for monitoring long-term safety in patients with Myoclonic Astatic Epilepsy (Doose-Syndrome) receiving Fenfluramine as add-on therapy,04-12-2020,NA,ISRCTN number,results
6181,2020-002238-34, Open label extension study for monitoring long-term safety in patients with Myoclonic Astatic Epilepsy (Doose-Syndrome) receiving Fenfluramine as add-on therapy,04-12-2020,NA,US NCT number,protocol
6182,2020-002238-34, Open label extension study for monitoring long-term safety in patients with Myoclonic Astatic Epilepsy (Doose-Syndrome) receiving Fenfluramine as add-on therapy,04-12-2020,NA,other,protocol
