"id";"pmid";"doi";"any paper";"publication_found";"publication_date";"comments_from_doublecheck";"last_update_submitted_date";"registration_date";"summary_results_date";"study_type";"phase";"enrollment";"recruitment_status";"title";"start_date";"completion_date";"primary_completion_date";"has_summary_results";"allocation";"masking";"main_sponsor";"is_multicentric";"principal_investigator_1";"principal_investigator_2";"principal_investigator_3";"study_chair_1";"study_chair_2";"study_director_1";"study_director_2";"unspecified_official";"sub_investigator";"registration_year";"start_year";"completion_year";"primary_completion_year";"affiliation";"initial_doublecheck";"main_sample_rater";"publication_type";"has_reg_pub_link";"color_green_only";"color";"issn";"journal";"publisher";"publication_date_unpaywall";"has_followup_2y";"has_followup_2y_pub";"has_followup_2y_sumres";"has_followup_5y";"has_followup_5y_pub";"has_followup_5y_sumres";"is_summary_results_5y";"is_summary_results_2y";"is_publication_2y";"is_publication_5y";"has_publication";"has_pubmed";"has_ft";"ft_source";"ft_doi.x";"pub_title";"journal_pubmed";"ppub_date";"epub_date";"citation";"registry";"has_trn_secondary_id";"has_trn_abstract";"has_trn_ft";"ft_doi.y"
"NCT01404520";"27036163";"10.18632/oncotarget.12904";1;1;2016-04-01;NA;2015-11-30;2011-05-10;NA;"Interventional";"Not Applicable";70;"Completed";"Patient Activation, Counseling and Exercise - Acute Leukemia (PACE-AL)";2011-06-01;2015-05-01;2014-05-01;FALSE;"Randomized";"Single";"OTHER";TRUE;"UCSF and CIRE";NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2015;2014;"UCSF";NA;"Nicole";"journal publication";TRUE;"gold";"gold";"1949-2553";"Oncotarget";"Impact Journals, LLC";2016-10-25;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Multimodal intervention integrated into the clinical management of acute leukemia improves physical function and quality of life during consolidation chemotherapy: a randomized trial 'PACE-AL'";"Haematologica";"2016-07";"2016-04-01";"Jarden et al. (2016) Multimodal intervention integrated into the clinical management of acute leukemia improves physical function and quality of life during consolidation chemotherapy: a randomized trial 'PACE-AL'";"ClinicalTrials.gov";TRUE;FALSE;FALSE;TRUE
"NCT01114282";"27040320";"10.1161/STROKEAHA.116.014200";1;1;2016-04-04;NA;2016-07-05;2010-04-29;NA;"Interventional";"Phase 1";11;"Completed";"Phase I Bortezomib (VELCADE) in Combo With Pralatrexate in Relapsed/Refractory MM";2010-08-01;NA;2014-02-01;FALSE;NA;"None (Open Label)";"OTHER";FALSE;"Stanford University";NA;NA;NA;NA;NA;NA;NA;NA;2010;2010;NA;2014;"Stanford";1;NA;"journal publication";TRUE;"bronze";"green";"0039-2499,1524-4628";"Stroke";"Ovid Technologies (Wolters Kluwer Health)";2016-12-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;FALSE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"A phase 1, open-label, dose-escalation study of pralatrexate in combination with bortezomib in patients with relapsed/refractory multiple myeloma";"British journal of haematology";"2016-Apr";"2016-04-04";"Dunn et al. (2016) A phase 1, open-label, dose-escalation study of pralatrexate in combination with bortezomib in patients with relapsed/refractory multiple myeloma";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT01772485";"27070409";"10.1111/andr.12303";1;1;2016-04-12;NA;2019-09-10;2013-01-14;NA;"Interventional";"Not Applicable";31;"Completed";"Online Neuroplasticity Training for Remediation of ADHD in Adolescent Children (ONTRAC)";2013-01-01;2015-05-01;2015-05-01;FALSE;"Randomized";"Double";"INDUSTRY";FALSE;"University of California, San Francisco";NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2015;2015;"UCSF";NA;"Mario";"journal publication";TRUE;"green";"green";"2047-2919";"Andrology";"Wiley";2016-12-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Training sensory signal-to-noise resolution in children with ADHD in a global mental health setting";"Translational psychiatry";"2016-Apr-12";"2016-04-12";"Mishra et al. (2016) Training sensory signal-to-noise resolution in children with ADHD in a global mental health setting";NA;FALSE;FALSE;FALSE;NA
"NCT00352599";"27081657";"10.1016/j.amepre.2016.10.003";1;3;2016-02-22;NA;2016-11-18;2006-07-13;NA;"Interventional";"Phase 1";44;"Completed";"Trial to Evaluate the Safety of Lovastatin in Individuals With Neurofibromatosis Type I (NF1)";2009-09-01;2014-03-01;2014-03-01;FALSE;"Randomized";"Quadruple";"OTHER";FALSE;"University of California, Los Angeles";NA;NA;NA;NA;NA;NA;NA;NA;2006;2009;2014;2014;"UCLA";1;NA;"journal publication";FALSE;"green";"green";"0749-3797";"American Journal of Preventive Medicine";"Elsevier BV";2017-03-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"A randomized placebo-controlled lovastatin trial for neurobehavioral function in neurofibromatosis I";"Annals of clinical and translational neurology";"2016-04";"2016-02-22";"Bearden et al. (2016) A randomized placebo-controlled lovastatin trial for neurobehavioral function in neurofibromatosis I";NA;FALSE;FALSE;FALSE;NA
"NCT02046200";"27087145";"10.3945/ajcn.116.135327";1;3;2016-04-18;NA;2018-07-10;2014-01-14;2016-11-03;"Interventional";"Phase 1/Phase 2";11;"Completed";"Development of Ivermectin for Alcohol Use Disorders";2014-02-01;2015-03-01;2015-03-01;TRUE;"Randomized";"Triple";"OTHER";FALSE;"University of California, Los Angeles";NA;NA;NA;NA;"University of California, Los Angeles";NA;NA;NA;2014;2014;2015;2015;"UCLA";NA;"Emmanuel";"journal publication";FALSE;"bronze";"green";"0002-9165,1938-3207";"The American Journal of Clinical Nutrition";"Oxford University Press (OUP)";2016-12-21;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"A Pilot Study of the Safety and Initial Efficacy of Ivermectin for the Treatment of Alcohol Use Disorder";"Alcoholism, clinical and experimental research";"2016-06";"2016-04-18";"Roche et al. (2016) A Pilot Study of the Safety and Initial Efficacy of Ivermectin for the Treatment of Alcohol Use Disorder";NA;FALSE;FALSE;FALSE;NA
"NCT01210664";"27133597";"10.1016/j.jpainsymman.2016.12.342";1;1;2016-04-28;NA;2018-06-12;2010-09-23;2018-05-07;"Interventional";"Phase 1";16;"Completed";"T1DM Immunotherapy Using CD4+CD127lo/-CD25+ Polyclonal Tregs";2010-11-01;2017-01-01;2016-12-01;TRUE;NA;"None (Open Label)";"OTHER";TRUE;NA;NA;NA;"University of California, San Francisco";NA;"University of California, San Francisco";NA;NA;NA;2010;2010;2017;2016;"UCSF";NA;"Stefanie";"journal publication";TRUE;"bronze";"green";"0885-3924";"Journal of Pain and Symptom Management";"Elsevier BV";2017-08-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Regulatory T cell therapy for type 1 diabetes: May the force be with you";"Journal of autoimmunity";"2016-07";"2016-04-28";"Gitelman & Bluestone (2016) Regulatory T cell therapy for type 1 diabetes: May the force be with you";"ClinicalTrials.gov";TRUE;FALSE;FALSE;TRUE
"NCT01728909";"27137199";"10.1002/ppul.23659";1;1;2016-05-03;NA;2019-05-17;2012-11-07;NA;"Interventional";"Early Phase 1";64;"Completed";"Methadone Oxytocin Option";2012-05-01;2014-10-01;2014-10-01;FALSE;"Randomized";"Double";"OTHER";FALSE;"University of California San Francisco, San Francisco Veterans Affairs Medical Center";NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2014;2014;"UCSF";NA;"Emmanuel";"journal publication";TRUE;"green";"green";"8755-6863,1099-0496";"Pediatric Pulmonology";"Wiley";2017-01-09;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"The effects of intranasal oxytocin in opioid-dependent individuals and healthy control subjects: a pilot study";"Psychopharmacology";"2016-07";"2016-05-03";"Woolley et al. (2016) The effects of intranasal oxytocin in opioid-dependent individuals and healthy control subjects: a pilot study";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT01829516";"27159342";"10.1017/S1041610216002155";1;3;2016-05-01;NA;2016-06-25;2013-04-09;2015-12-09;"Interventional";"Phase 4";32;"Completed";"Intranasal Oxytocin and Social Cognition, Implicit Preferences and Craving in Alcohol Drinkers";2013-05-01;2014-11-01;2014-05-01;TRUE;"Randomized";"Double";"OTHER";FALSE;"University of California, San Francisco";NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2014;2014;"UCSF";NA;"Samruddhi";"journal publication";FALSE;"hybrid";"hybrid";"1041-6102,1741-203X";"International Psychogeriatrics";"Cambridge University Press (CUP)";2017-01-16;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Intranasal Oxytocin Selectively Modulates Social Perception, Craving, and Approach Behavior in Subjects With Alcohol Use Disorder";"Journal of addiction medicine";"2016 May-Jun";NA;"Mitchell et al. (2016) Intranasal Oxytocin Selectively Modulates Social Perception, Craving, and Approach Behavior in Subjects With Alcohol Use Disorder";NA;FALSE;FALSE;FALSE;NA
"NCT01154192";"27166718";"10.1038/npp.2017.10";1;2;2016-07-01;NA;2019-04-22;2010-06-29;2019-03-29;"Interventional";"Phase 3";24;"Completed";"Theca Cell Function in Adolescents With Polycystic Ovary Syndrome (PCOS)";2011-08-01;2014-09-01;2014-07-01;TRUE;"Non-Randomized";"None (Open Label)";"OTHER";FALSE;"UCSD School of Medicine";NA;NA;NA;NA;NA;NA;NA;NA;2010;2011;2014;2014;"UCSD";NA;"Nicole";"journal publication";FALSE;"bronze";"green";"0893-133X,1740-634X";"Neuropsychopharmacology";"Springer Science and Business Media LLC";2017-01-16;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"17-Hydroxyprogesterone responses to human chorionic gonadotropin are not associated with serum anti-Mullerian hormone levels among adolescent girls with polycystic ovary syndrome";"Journal of pediatric endocrinology & metabolism : JPEM";"2016-Jul-01";NA;"Hou et al. (2016) 17-Hydroxyprogesterone responses to human chorionic gonadotropin are not associated with serum anti-Mullerian hormone levels among adolescent girls with polycystic ovary syndrome";NA;FALSE;FALSE;FALSE;NA
"NCT01593943";"27167981";"10.1016/j.ymgmr.2017.01.002";1;1;2016-05-11;NA;2014-12-03;2012-05-04;NA;"Interventional";"Phase 3";2162;"Completed";"Gender Equity-Focused, Male-Centered Family Planning for Rural India";2012-03-01;2014-09-01;2014-09-01;FALSE;"Randomized";"None (Open Label)";"OTHER";FALSE;"UCSD";NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2014;2014;"UCSD";NA;"Nicole";"journal publication";TRUE;"gold";"gold";"2214-4269";"Molecular Genetics and Metabolism Reports";"Elsevier BV";2017-03-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Cluster Randomized Controlled Trial Evaluation of a Gender Equity and Family Planning Intervention for Married Men and Couples in Rural India";"PloS one";"2016";"2016-05-11";"Raj et al. (2016) Cluster Randomized Controlled Trial Evaluation of a Gender Equity and Family Planning Intervention for Married Men and Couples in Rural India";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT01988194";"27181130";"10.1016/j.jsat.2016.12.011";1;1;2016-05-01;"data extraction in process";2020-06-04;2013-11-05;NA;"Interventional";"Not Applicable";238;"Completed";"Pragmatic Research eXamining Inpatient Symptoms";2013-11-01;2015-12-01;2014-12-01;FALSE;"Randomized";"Single";"OTHER";FALSE;"University of California, San Francisco";NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2015;2014;"UCSF";NA;"Samruddhi";"journal publication";TRUE;"green";"green";"0740-5472";"Journal of Substance Abuse Treatment";"Elsevier BV";2017-03-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Adjunctive acupuncture for pain and symptom management in the inpatient setting: protocol for a pilot hybrid effectiveness-implementation study";"Journal of integrative medicine";"2016-May";NA;"Chao et al. (2016) Adjunctive acupuncture for pain and symptom management in the inpatient setting: protocol for a pilot hybrid effectiveness-implementation study";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT02120027";"27196574";"10.3389/fpsyt.2016.00208";1;3;2016-04-15;NA;2017-01-18;2014-04-17;2016-11-18;"Interventional";"Phase 3";558;"Terminated";"52-Week Efficacy and Safety Study of Ibodutant in Women With Irritable Bowel Syndrome With Diarrhea (IBS-D)";2014-02-01;2015-11-01;2015-11-01;TRUE;"Randomized";"Quadruple";"INDUSTRY";TRUE;NA;NA;NA;"Digestive Health and Nutrition Clinic. University of California, Los Angeles, CA, USA";NA;NA;NA;NA;NA;2014;2014;2015;2015;"UCLA";NA;"Stefanie";"journal publication";FALSE;"gold";"gold";"1664-0640";"Frontiers in Psychiatry";"Frontiers Media SA";2017-01-16;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"The neurokinin-2 receptor antagonist ibodutant improves overall symptoms, abdominal pain and stool pattern in female patients in a phase II study of diarrhoea-predominant IBS";"Gut";"2017-08";"2016-04-15";"Tack et al. (2017) The neurokinin-2 receptor antagonist ibodutant improves overall symptoms, abdominal pain and stool pattern in female patients in a phase II study of diarrhoea-predominant IBS";NA;FALSE;FALSE;FALSE;NA
"NCT01936441";"27213646";"10.1055/s-0042-121668";1;1;2016-07-01;NA;2015-10-21;2013-09-03;NA;"Interventional";"Not Applicable";106;"Completed";"MsFLASH-04: Pilot Trial: Telephone Behavioral Therapy for Menopause-related Sleep Disturbance";2013-11-01;2015-06-01;2015-06-01;FALSE;"Randomized";"Single";"OTHER";FALSE;"University of California, San Diego";NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2015;2015;"UCSD";NA;"Nicole";"journal publication";TRUE;"gold";"gold";"2364-3722,2196-9736";"Endoscopy International Open";"Georg Thieme Verlag KG";2017-01-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Telephone-Based Cognitive Behavioral Therapy for Insomnia in Perimenopausal and Postmenopausal Women With Vasomotor Symptoms: A MsFLASH Randomized Clinical Trial";"JAMA internal medicine";"2016-Jul-01";NA;"McCurry et al. (2016) Telephone-Based Cognitive Behavioral Therapy for Insomnia in Perimenopausal and Postmenopausal Women With Vasomotor Symptoms: A MsFLASH Randomized Clinical Trial";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT01834287";"27234302";"10.2196/jmir.5806";1;1;2016-05-28;"no cost effect analyses (28228368)";2021-01-19;2013-04-12;NA;"Interventional";"Not Applicable";207;"Completed";"Pasos Hacia La Salud - Physical Activity Intervention for Latinas";2011-12-01;2015-03-01;2015-03-01;FALSE;"Randomized";"None (Open Label)";"OTHER";FALSE;"University of California, San Diego";NA;NA;NA;NA;NA;NA;NA;NA;2013;2011;2015;2015;"UCSD";1;NA;"journal publication";TRUE;"gold";"gold";"1438-8871";"Journal of Medical Internet Research";"JMIR Publications Inc.";2017-02-13;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Pasos Hacia La Salud: a randomized controlled trial of an internet-delivered physical activity intervention for Latinas";"The international journal of behavioral nutrition and physical activity";"2016-May-28";"2016-05-28";"Marcus et al. (2016) Pasos Hacia La Salud: a randomized controlled trial of an internet-delivered physical activity intervention for Latinas";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT01913340";"27244862";"10.1016/j.pec.2017.02.009";1;2;2016-05-02;NA;2020-06-26;2013-07-29;2017-05-23;"Interventional";"Phase 1/Phase 2";50;"Completed";"Neonatal Erythropoietin And Therapeutic Hypothermia Outcomes in Newborn Brain Injury (NEATO)";2013-09-01;2016-09-01;2016-01-01;TRUE;"Randomized";"Quadruple";"OTHER";TRUE;"University of California, San Francisco";NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2016;2016;"UCSF";NA;"Nicole";"journal publication";FALSE;"green";"green";"0738-3991";"Patient Education and Counseling";"Elsevier BV";2017-07-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"High-Dose Erythropoietin and Hypothermia for Hypoxic-Ischemic Encephalopathy: A Phase II Trial";"Pediatrics";"2016-06";"2016-05-02";"Wu et al. (2016) High-Dose Erythropoietin and Hypothermia for Hypoxic-Ischemic Encephalopathy: A Phase II Trial";"ClinicalTrials.gov";TRUE;FALSE;FALSE;TRUE
"NCT01351220";"27282431";"10.1089/end.2017.0027";1;1;2016-06-01;NA;2016-07-28;2011-05-06;NA;"Interventional";"Not Applicable";1100;"Completed";"Community Dissemination of an Evidence-based Colorectal Cancer (CRC) Screening Intervention";2010-07-01;2015-06-01;2014-06-01;FALSE;"Randomized";"Double";"OTHER";FALSE;"University of California, Los Angeles";NA;NA;NA;NA;"University of California, Los Angeles";NA;NA;NA;2011;2010;2015;2014;"UCLA";NA;"Stefanie";"journal publication";TRUE;"green";"green";"0892-7790,1557-900X";"Journal of Endourology";"Mary Ann Liebert Inc";2017-05-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;FALSE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Implementation of an evidence-based intervention to promote colorectal cancer screening in community organizations: a cluster randomized trial";"Translational behavioral medicine";"2016-06";NA;"Maxwell et al. (2016) Implementation of an evidence-based intervention to promote colorectal cancer screening in community organizations: a cluster randomized trial";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT02641249";"27304988";"10.1213/ANE.0000000000001939";1;1;2016-06-15;NA;2017-03-29;2015-12-18;2016-11-14;"Interventional";"Not Applicable";19;"Completed";"Non-invasive Intervention for Apnea of Prematurity";2014-10-01;2016-02-01;2015-08-01;TRUE;"Randomized";"None (Open Label)";"OTHER";TRUE;"University of California, Los Angeles";NA;NA;NA;NA;NA;NA;NA;NA;2015;2014;2016;2015;"UCLA";NA;"Emmanuel";"journal publication";TRUE;"green";"green";"0003-2999";"Anesthesia &amp; Analgesia";"Ovid Technologies (Wolters Kluwer Health)";2017-04-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;NA;FALSE;"Neuromodulation of Limb Proprioceptive Afferents Decreases Apnea of Prematurity and Accompanying Intermittent Hypoxia and Bradycardia";"PloS one";"2016";"2016-06-15";"Kesavan et al. (2016) Neuromodulation of Limb Proprioceptive Afferents Decreases Apnea of Prematurity and Accompanying Intermittent Hypoxia and Bradycardia";"ClinicalTrials.gov";TRUE;TRUE;NA;FALSE
"NCT01811329";"27313850";"10.1016/j.cct.2017.03.006";1;1;2016-03-07;NA;2021-08-09;2013-03-11;NA;"Interventional";"Not Applicable";38;"Active, not recruiting";"Determine How Consumption of Dairy Fat Fractions Rich in Phospholipids and Proteins Influence Inflammation in the Fed State-Phase 1";2013-08-01;2027-01-29;2014-06-17;FALSE;"Randomized";"Single";"OTHER";FALSE;"UC Davis; University of California, Davis";NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2027;2014;"UCD";NA;"Mario";"journal publication";TRUE;"green";"green";"1551-7144";"Contemporary Clinical Trials";"Elsevier BV";2017-06-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Addition of a dairy fraction rich in milk fat globule membrane to a high-saturated fat meal reduces the postprandial insulinaemic and inflammatory response in overweight and obese adults";"Journal of nutritional science";"2016";"2016-03-07";"Demmer et al. (2016) Addition of a dairy fraction rich in milk fat globule membrane to a high-saturated fat meal reduces the postprandial insulinaemic and inflammatory response in overweight and obese adults";NA;FALSE;FALSE;FALSE;NA
"NCT00970866";"27391572";"10.1037/ccp0000188";1;1;2016-07-06;"Earliest trial to assess primary outcomes and closer sample size to set one";2022-02-23;2009-09-01;NA;"Interventional";"Not Applicable";3499;"Completed";"Efficacy of Lipid-Based Nutrient Supplements (LNS) for Pregnant and Lactating Women and Their Infants";2009-11-01;2017-12-15;2017-12-15;FALSE;"Randomized";"Triple";"OTHER";TRUE;"UC Davis; University of California, Davis";NA;NA;NA;NA;NA;NA;NA;NA;2009;2009;2017;2017;"UCD";NA;"Samruddhi";"journal publication";TRUE;"green";"green";"1939-2117,0022-006X";"Journal of Consulting and Clinical Psychology";"American Psychological Association (APA)";2017-05-01;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Effects of pre- and post-natal lipid-based nutrient supplements on infant development in a randomized trial in Ghana";"Early human development";"2016-08";"2016-07-06";"Prado et al. (2016) Effects of pre- and post-natal lipid-based nutrient supplements on infant development in a randomized trial in Ghana";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT01963403";"27419258";"10.1001/jamacardio.2016.0008";1;1;2016-07-15;NA;2017-04-04;2013-10-10;2016-12-19;"Interventional";"Phase 4";26;"Terminated";"Treatment of Unacceptable Bleeding Patterns in ETG Implant Users With an Oral Contraceptive";2013-12-01;2015-09-01;2015-07-01;TRUE;"Randomized";"Quadruple";"OTHER";TRUE;"University of California, Davis";NA;NA;NA;NA;"University of California, Davis";NA;NA;NA;2013;2013;2015;2015;"UCD";NA;"Mario";"journal publication";TRUE;"bronze";"green";"2380-6583";"JAMA Cardiology";"American Medical Association (AMA)";2016-05-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Combined oral contraceptive treatment for bleeding complaints with the etonogestrel contraceptive implant: a randomised controlled trial";"The European journal of contraception & reproductive health care : the official journal of the European Society of Contraception";"2016-Oct";"2016-07-15";"Hou et al. (2016) Combined oral contraceptive treatment for bleeding complaints with the etonogestrel contraceptive implant: a randomised controlled trial";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT01643382";"27423055";"10.2196/resprot.5836";1;1;2016-09-24;NA;2020-10-13;2012-07-16;2020-09-18;"Interventional";"Not Applicable";60;"Completed";"Hyperglycemia in Renal Transplantation";2012-08-01;2014-08-01;2014-08-01;TRUE;"Randomized";"None (Open Label)";"OTHER";FALSE;"UCSF Department of Surgery";NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2014;2014;"UCSF";NA;"Nicole";"journal publication";TRUE;"gold";"gold";"1929-0748";"JMIR Research Protocols";"JMIR Publications Inc.";2016-09-08;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Effect of moderately intense perioperative glucose control on renal allograft function: a pilot randomized controlled trial in renal transplantation";"Clinical transplantation";"2016-10";"2016-09-24";"Parekh et al. (2016) Effect of moderately intense perioperative glucose control on renal allograft function: a pilot randomized controlled trial in renal transplantation";"ClinicalTrials.gov";TRUE;FALSE;FALSE;TRUE
